"Longitude","Latitude","Admin","Year","disease"
15.2662,-4.2767,2,2016,"yf"
-54.966671,5.06667,2,2017,"yf"
-1.5,7.75,1,2016,"yf"
-55.1707,4.943366,2,2017,"yf"
-44.199718,-20.14333,2,2018,"yf"
-44.199718,-20.14333,2,2018,"yf"
-44.199718,-20.14333,2,2018,"yf"
20.837763,1.447232,2,2016,"yf"
33.051842,0.3012,2,2016,"yf"
33.051842,0.3012,2,2016,"yf"
33.051842,0.3012,2,2016,"yf"
31.60549,-0.143275,2,2016,"yf"
31.60549,-0.143275,2,2016,"yf"
31.60549,-0.143275,2,2016,"yf"
31.850201,-0.42398,2,2016,"yf"
12.40532,-4.93423,1,2016,"yf"
12.40532,-4.93423,1,2016,"yf"
12.40532,-4.93423,1,2016,"yf"
12.40532,-4.93423,1,2016,"yf"
12.40532,-4.93423,1,2016,"yf"
12.40532,-4.93423,1,2016,"yf"
-43.650604,-19.870169,2,2018,"yf"
14.3105,-16.28355,2,2016,"yf"
-78.833328,-6.25,2,2016,"yf"
-48.851749,-20.886221,2,2017,"yf"
-48.851749,-20.886221,2,2016,"yf"
-48.851749,-20.886221,2,2016,"yf"
-48.851749,-20.886221,2,2016,"yf"
14.683333,-13.783333,2,2016,"yf"
-47.060829,-22.90556,2,2017,"yf"
-47.060829,-22.90556,2,2017,"yf"
-47.060829,-22.90556,2,2017,"yf"
-47.060829,-22.90556,2,2019,"yf"
-47.060829,-22.90556,2,2017,"yf"
-46.758419,-23.21599,2,2017,"yf"
-41.324406,-21.754469,2,2017,"yf"
-52.809677,-29.71623,2,2017,"yf"
-52.809677,-29.71623,2,2017,"yf"
-41.240688,-15.304131,2,2017,"yf"
-67.550003,-15.816667,2,2017,"yf"
-42.139286,-19.790428,2,2017,"yf"
-42.139286,-19.790428,2,2017,"yf"
-42.139286,-19.790428,2,2017,"yf"
-42.139286,-19.790428,2,2017,"yf"
-42.139286,-19.790428,2,2017,"yf"
-42.139286,-19.790428,2,2017,"yf"
-44.885159,-20.56847,2,2018,"yf"
-42.144295,-22.482533,2,2017,"yf"
-42.144295,-22.482533,2,2017,"yf"
-42.144295,-22.482533,2,2017,"yf"
-42.144295,-22.482533,2,2017,"yf"
-48.972778,-21.137777,2,2016,"yf"
-48.972778,-21.137777,2,2017,"yf"
-48.972778,-21.137777,2,2017,"yf"
-48.972778,-21.137777,2,2016,"yf"
-49.04977,-21.065359,2,2017,"yf"
-49.254951,-20.907419,2,2016,"yf"
-48.116669,-15.81667,2,2015,"yf"
-76.825966,5.252803,2,2016,"yf"
-54.616669,-25.516666,2,2015,"yf"
23.5,-2.5,2,2016,"yf"
23.5,-2.5,2,2016,"yf"
23.5,-2.5,2,2016,"yf"
23.5,-2.5,2,2016,"yf"
23.5,-2.5,2,2016,"yf"
-44.053612,-19.931667,2,2017,"yf"
-75.666672,8.33333,2,2016,"yf"
-42.628887,-19.518612,2,2017,"yf"
-57.653332,-19.009171,2,2017,"yf"
19.3832,-15.94761,1,2016,"yf"
19.3832,-15.94761,1,2016,"yf"
19.3832,-15.94761,1,2016,"yf"
19.3832,-15.94761,1,2016,"yf"
14.8887,-8.91136,2,2016,"yf"
14.8887,-8.91136,2,2016,"yf"
14.8887,-8.91136,2,2016,"yf"
15.03197,-10.82696,1,2016,"yf"
15.03197,-10.82696,1,2016,"yf"
15.03197,-10.82696,1,2016,"yf"
15.03197,-10.82696,1,2016,"yf"
15.03197,-10.82696,1,2016,"yf"
15.03197,-10.82696,1,2016,"yf"
15.03197,-10.82696,1,2016,"yf"
15.03197,-10.82696,1,2016,"yf"
15.03197,-10.82696,1,2016,"yf"
15.03197,-10.82696,1,2016,"yf"
15.03197,-10.82696,1,2016,"yf"
-56.096668,-15.59611,2,2017,"yf"
-56.096668,-15.59611,2,2017,"yf"
-56.096668,-15.59611,2,2019,"yf"
15.408824,-16.285444,1,2016,"yf"
15.408824,-16.285444,1,2016,"yf"
15.408824,-16.285444,1,2016,"yf"
15.408824,-16.285444,1,2016,"yf"
15.408824,-16.285444,1,2016,"yf"
15.408824,-16.285444,1,2016,"yf"
15.408824,-16.285444,1,2016,"yf"
15.408824,-16.285444,1,2016,"yf"
15.408824,-16.285444,1,2016,"yf"
15.408824,-16.285444,1,2016,"yf"
15.408824,-16.285444,1,2016,"yf"
15.408824,-16.285444,1,2017,"yf"
-44.926369,-23.03857,2,2018,"yf"
-71.978058,-13.518333,2,2016,"yf"
39.269661,-6.822921,1,2016,"yf"
25,13,2,2015,"yf"
25,13,2,2015,"yf"
6,5.5,2,2019,"yf"
-65.666664,-17.5,2,2017,"yf"
-65.666664,-17.5,2,2017,"yf"
-75,-11.5,1,2016,"yf"
-75,-11.5,1,2016,"yf"
-75,-11.5,1,2016,"yf"
-75,-11.5,1,2016,"yf"
-75,-11.5,1,2017,"yf"
-75,-11.5,1,2016,"yf"
-75,-11.5,1,2016,"yf"
-68,-15.5,2,2017,"yf"
-73,3.5,2,2016,"yf"
-47.929722,-15.77972,2,2015,"yf"
-47.929722,-15.77972,2,2018,"yf"
-47.929722,-15.77972,2,2017,"yf"
-47.929722,-15.77972,2,2017,"yf"
-47.929722,-15.77972,2,2015,"yf"
-47.929722,-15.77972,2,2018,"yf"
23.5,-2.5,2,2018,"yf"
8.083333,6.25,1,2019,"yf"
8.083333,6.25,1,2019,"yf"
8.083333,6.25,1,2019,"yf"
8.083333,6.25,1,2019,"yf"
6,6.5,1,2018,"yf"
6,6.5,1,2018,"yf"
6,6.5,1,2018,"yf"
6,6.5,1,2018,"yf"
6,6.5,1,2018,"yf"
6,6.5,1,2019,"yf"
6,6.5,1,2019,"yf"
6,6.5,1,2018,"yf"
6,6.5,1,2018,"yf"
6,6.5,1,2019,"yf"
6,6.5,1,2019,"yf"
6,6.5,1,2019,"yf"
6,6.5,1,2018,"yf"
6,6.5,1,2019,"yf"
6,6.5,1,2018,"yf"
6,6.5,1,2019,"yf"
6,6.5,1,2019,"yf"
6,6.5,1,2018,"yf"
6,6.5,1,2018,"yf"
5.25,7.666667,2,2019,"yf"
5.25,7.666667,2,2019,"yf"
5.25,7.666667,2,2018,"yf"
5.25,7.666667,2,2018,"yf"
5.25,7.666667,2,2018,"yf"
-48.256008,-24.50057,2,2019,"yf"
-48.256008,-24.50057,2,2019,"yf"
-48.256008,-24.50057,2,2019,"yf"
-48.256008,-24.50057,2,2019,"yf"
-48.256008,-24.50057,2,2019,"yf"
32.446941,0.06444,2,2016,"yf"
-40.75,-20,2,2017,"yf"
-40.75,-20,2,2017,"yf"
-40.75,-20,2,2018,"yf"
-40.75,-20,2,2017,"yf"
-40.75,-20,2,2017,"yf"
-40.75,-20,2,2017,"yf"
-40.75,-20,2,2017,"yf"
-40.75,-20,2,2017,"yf"
-40.75,-20,2,2017,"yf"
-40.75,-20,2,2017,"yf"
-40.75,-20,2,2017,"yf"
-40.75,-20,2,2017,"yf"
-40.75,-20,2,2017,"yf"
-40.75,-20,2,2017,"yf"
-40.75,-20,2,2017,"yf"
-40.75,-20,2,2017,"yf"
-40.75,-20,2,2017,"yf"
-40.75,-20,2,2017,"yf"
-40.75,-20,2,2018,"yf"
-40.75,-20,2,2017,"yf"
-40.75,-20,2,2017,"yf"
-40.75,-20,2,2017,"yf"
-40.75,-20,2,2017,"yf"
-40.75,-20,2,2018,"yf"
-40.75,-20,2,2017,"yf"
-40.75,-20,2,2017,"yf"
-40.75,-20,2,2017,"yf"
-40.75,-20,2,2017,"yf"
-40.75,-20,2,2017,"yf"
-40.75,-20,2,2017,"yf"
-40.75,-20,2,2017,"yf"
-40.75,-20,2,2017,"yf"
-40.75,-20,2,2017,"yf"
-40.75,-20,2,2017,"yf"
-40.75,-20,2,2017,"yf"
-40.75,-20,2,2017,"yf"
-40.75,-20,2,2017,"yf"
-40.75,-20,2,2017,"yf"
-40.75,-20,2,2017,"yf"
-40.75,-20,2,2017,"yf"
-40.75,-20,2,2017,"yf"
-40.75,-20,2,2017,"yf"
-40.75,-20,2,2017,"yf"
-40.75,-20,2,2017,"yf"
-40.75,-20,2,2017,"yf"
-40.75,-20,2,2017,"yf"
-40.75,-20,2,2017,"yf"
-40.75,-20,2,2017,"yf"
-40.75,-20,2,2018,"yf"
-40.75,-20,2,2017,"yf"
-40.75,-20,2,2017,"yf"
-40.75,-20,2,2017,"yf"
-40.75,-20,2,2017,"yf"
-40.75,-20,2,2017,"yf"
-40.75,-20,2,2017,"yf"
-40.75,-20,2,2017,"yf"
-40.75,-20,2,2017,"yf"
-40.75,-20,2,2017,"yf"
-40.75,-20,2,2017,"yf"
-40.75,-20,2,2017,"yf"
-40.75,-20,2,2017,"yf"
-40.75,-20,2,2017,"yf"
-40.75,-20,2,2017,"yf"
-40.75,-20,2,2017,"yf"
-40.75,-20,2,2017,"yf"
-40.75,-20,2,2017,"yf"
-49,-22,2,2018,"yf"
-49,-22,2,2018,"yf"
-49,-22,2,2017,"yf"
-49,-22,2,2017,"yf"
-49,-22,2,2018,"yf"
-49,-22,2,2018,"yf"
-49,-22,2,2018,"yf"
-49,-22,2,2016,"yf"
-49,-22,2,2017,"yf"
-49,-22,2,2018,"yf"
-49,-22,2,2017,"yf"
-49,-22,2,2017,"yf"
-49,-22,2,2018,"yf"
-49,-22,2,2017,"yf"
-49,-22,2,2017,"yf"
-49,-22,2,2018,"yf"
-49,-22,2,2018,"yf"
-49,-22,2,2016,"yf"
-49,-22,2,2017,"yf"
-49,-22,2,2017,"yf"
-49,-22,2,2017,"yf"
-49,-22,2,2017,"yf"
-49,-22,2,2017,"yf"
-49,-22,2,2018,"yf"
-49,-22,2,2018,"yf"
-49,-22,2,2017,"yf"
-49,-22,2,2017,"yf"
-49,-22,2,2017,"yf"
-49,-22,2,2018,"yf"
-49,-22,2,2018,"yf"
-49,-22,2,2018,"yf"
-49,-22,2,2017,"yf"
-49,-22,2,2018,"yf"
-49,-22,2,2018,"yf"
-49,-22,2,2018,"yf"
-49,-22,2,2018,"yf"
-49,-22,2,2017,"yf"
-49,-22,2,2017,"yf"
-49,-22,2,2018,"yf"
-49,-22,2,2017,"yf"
-49,-22,2,2017,"yf"
-49,-22,2,2016,"yf"
-49,-22,2,2017,"yf"
-49,-22,2,2016,"yf"
-49,-22,2,2018,"yf"
-49,-22,2,2018,"yf"
-49,-22,2,2018,"yf"
-49,-22,2,2017,"yf"
-49,-22,2,2018,"yf"
-46.283508,-22.8265,2,2017,"yf"
7.167,8.833,1,2018,"yf"
7.167,8.833,1,2019,"yf"
7.167,8.833,1,2018,"yf"
7.167,8.833,1,2019,"yf"
7.167,8.833,1,2019,"yf"
7.167,8.833,1,2018,"yf"
-47.75,-15.75,2,2018,"yf"
-47.75,-15.75,2,2017,"yf"
-38.966671,-12.26667,2,2017,"yf"
-38.966671,-12.26667,2,2017,"yf"
-50.291962,-20.297569,2,2016,"yf"
-50.291962,-20.297569,2,2017,"yf"
-55.031425,5.911948,2,2017,"yf"
-41.49292,-18.14006,2,2017,"yf"
-41.49292,-18.14006,2,2017,"yf"
-41.49292,-18.14006,2,2017,"yf"
-41.49292,-18.14006,2,2017,"yf"
-41.49292,-18.14006,2,2017,"yf"
28.397436,4.573615,2,2018,"yf"
-35.001751,-7.56876,2,2016,"yf"
-49.253891,-16.67861,2,2016,"yf"
-49.253891,-16.67861,2,2018,"yf"
-49.253891,-16.67861,2,2015,"yf"
-48,-12,2,2015,"yf"
-48,-12,2,2017,"yf"
-48,-12,2,2015,"yf"
-48,-12,2,2017,"yf"
-48,-12,2,2018,"yf"
-48,-12,2,2016,"yf"
-48,-12,2,2015,"yf"
-48,-12,2,2016,"yf"
-48,-12,2,2017,"yf"
-48,-12,2,2015,"yf"
-48,-12,2,2016,"yf"
-48,-12,2,2016,"yf"
11.166667,10.25,1,2019,"yf"
-45.854454,-22.659317,2,2017,"yf"
-41.94944,-18.85111,2,2017,"yf"
-8.221298,4.761386,1,2018,"yf"
-40.344269,-20.291088,2,2017,"yf"
-40.344269,-20.291088,2,2017,"yf"
-45.335136,-18.393892,2,2018,"yf"
-69,2.5,1,2016,"yf"
-46.822289,-21.2882,2,2017,"yf"
-46.227829,-23.957529,2,2018,"yf"
-46.227829,-23.957529,2,2018,"yf"
-46.533329,-23.46278,2,2017,"yf"
-47.836109,-22.839439,2,2017,"yf"
15.666667,-12.5,1,2016,"yf"
15.666667,-12.5,1,2016,"yf"
15.666667,-12.5,1,2016,"yf"
15.666667,-12.5,1,2016,"yf"
15.666667,-12.5,1,2016,"yf"
15.666667,-12.5,1,2016,"yf"
15.666667,-12.5,1,2016,"yf"
15.666667,-12.5,1,2016,"yf"
15.666667,-12.5,1,2016,"yf"
15.666667,-12.5,1,2016,"yf"
15.666667,-12.5,1,2016,"yf"
15.666667,-12.5,1,2016,"yf"
15.666667,-12.5,1,2016,"yf"
15.666667,-12.5,1,2016,"yf"
15.666667,-12.5,1,2016,"yf"
15.666667,-12.5,1,2016,"yf"
15.666667,-12.5,1,2016,"yf"
15.666667,-12.5,1,2016,"yf"
15.666667,-12.5,1,2016,"yf"
15.666667,-12.5,1,2016,"yf"
15.666667,-12.5,1,2016,"yf"
15.666667,-12.5,1,2016,"yf"
15.666667,-12.5,1,2016,"yf"
15.666667,-12.5,1,2016,"yf"
15.666667,-12.5,1,2016,"yf"
15.666667,-12.5,1,2016,"yf"
15.666667,-12.5,1,2016,"yf"
15.666667,-12.5,1,2016,"yf"
15.666667,-12.5,1,2016,"yf"
15.666667,-12.5,1,2016,"yf"
15.666667,-12.5,1,2016,"yf"
15.00014,-14.69531,1,2016,"yf"
15.00014,-14.69531,1,2016,"yf"
15.00014,-14.69531,1,2016,"yf"
15.00014,-14.69531,1,2016,"yf"
15.00014,-14.69531,1,2016,"yf"
15.00014,-14.69531,1,2016,"yf"
15.00014,-14.69531,1,2016,"yf"
15.00014,-14.69531,1,2016,"yf"
15.00014,-14.69531,1,2016,"yf"
15.00014,-14.69531,1,2016,"yf"
15.00014,-14.69531,1,2016,"yf"
15.00014,-14.69531,1,2016,"yf"
15.00014,-14.69531,1,2016,"yf"
15.00014,-14.69531,1,2016,"yf"
15.00014,-14.69531,1,2016,"yf"
15.00014,-14.69531,1,2016,"yf"
15.00014,-14.69531,1,2016,"yf"
15.00014,-14.69531,1,2016,"yf"
15.00014,-14.69531,1,2016,"yf"
15.00014,-14.69531,1,2016,"yf"
15.00014,-14.69531,1,2016,"yf"
15.00014,-14.69531,1,2016,"yf"
15.00014,-14.69531,1,2016,"yf"
15.00014,-14.69531,1,2016,"yf"
15.00014,-14.69531,1,2016,"yf"
15.00014,-14.69531,1,2016,"yf"
15.00014,-14.69531,1,2016,"yf"
15.00014,-14.69531,1,2016,"yf"
15.00014,-14.69531,1,2016,"yf"
15.00014,-14.69531,1,2016,"yf"
15.00014,-14.69531,1,2016,"yf"
15.00014,-14.69531,1,2017,"yf"
15.00014,-14.69531,1,2016,"yf"
-41.554562,-20.27457,2,2017,"yf"
-41.554562,-20.27457,2,2017,"yf"
-41.554562,-20.27457,2,2017,"yf"
-41.554562,-20.27457,2,2017,"yf"
-49.240311,-21.080627,2,2017,"yf"
-49.240311,-21.080627,2,2016,"yf"
-49.240311,-21.080627,2,2016,"yf"
-49.240311,-21.080627,2,2016,"yf"
5.01072,8.55971,2,2017,"yf"
-49.616669,-3.25,2,2018,"yf"
-41.768009,-19.75724,2,2017,"yf"
-41.768009,-19.75724,2,2017,"yf"
-41.768009,-19.75724,2,2017,"yf"
-41.768009,-19.75724,2,2017,"yf"
-41.768009,-19.75724,2,2017,"yf"
-43.284958,-19.575697,2,2018,"yf"
-56.231758,-5.860176,2,2017,"yf"
-48.661942,-26.90778,2,2018,"yf"
-42.894089,-17.85429,2,2017,"yf"
-46.845619,-24.058867,2,2018,"yf"
-46.838745,-23.006836,2,2017,"yf"
-46.838745,-23.006836,2,2017,"yf"
-46.838745,-23.006836,2,2017,"yf"
-46.838745,-23.006836,2,2017,"yf"
-46.838745,-23.006836,2,2017,"yf"
-46.838745,-23.006836,2,2017,"yf"
-46.838745,-23.006836,2,2017,"yf"
8.29468,6.48453,2,2019,"yf"
-48.293053,-21.202196,2,2016,"yf"
-48.293053,-21.202196,2,2016,"yf"
-48.293053,-21.202196,2,2016,"yf"
-48.293053,-21.202196,2,2016,"yf"
-45.965832,-23.305279,2,2018,"yf"
-50.558102,-20.288839,2,2016,"yf"
-49.005039,-21.135626,2,2016,"yf"
-46.725399,-23.09771,2,2018,"yf"
-48.845554,-26.304443,2,2019,"yf"
-43.350277,-21.764168,2,2017,"yf"
-46.884453,-23.186453,2,2017,"yf"
-46.884171,-23.18639,2,2017,"yf"
-46.884171,-23.18639,2,2017,"yf"
-46.884171,-23.18639,2,2017,"yf"
-46.884171,-23.18639,2,2017,"yf"
-46.884171,-23.18639,2,2017,"yf"
-46.884171,-23.18639,2,2017,"yf"
-46.884171,-23.18639,2,2017,"yf"
-46.884171,-23.18639,2,2017,"yf"
-46.884171,-23.18639,2,2017,"yf"
-46.884171,-23.18639,2,2017,"yf"
-46.884171,-23.18639,2,2017,"yf"
-75.341217,-11.335798,2,2016,"yf"
-75.341217,-11.335798,2,2016,"yf"
-75.341217,-11.335798,2,2016,"yf"
-75.341217,-11.335798,2,2016,"yf"
-75.341217,-11.335798,2,2016,"yf"
-75.341217,-11.335798,2,2016,"yf"
-75,-11.5,1,2016,"yf"
32.333332,-0.416667,1,2016,"yf"
32.333332,-0.416667,1,2016,"yf"
32.333332,-0.416667,1,2016,"yf"
31.89476,-0.13776,2,2016,"yf"
31.89476,-0.13776,2,2016,"yf"
31.89476,-0.13776,2,2016,"yf"
31.89476,-0.13776,2,2016,"yf"
31.89476,-0.13776,2,2016,"yf"
32.565556,0.315556,2,2016,"yf"
8.5,11.5,2,2019,"yf"
8.5,11.5,2,2018,"yf"
8.5,11.5,2,2018,"yf"
8.5,11.5,2,2019,"yf"
8.5,11.5,2,2019,"yf"
8.5,11.5,2,2019,"yf"
8.5,11.5,2,2018,"yf"
7.5,12.25,2,2019,"yf"
7.5,12.25,2,2018,"yf"
7.5,12.25,2,2019,"yf"
7.5,12.25,2,2018,"yf"
7.5,12.25,2,2019,"yf"
7.5,12.25,2,2018,"yf"
4,11.5,2,2019,"yf"
4,11.5,2,2018,"yf"
4,11.5,2,2018,"yf"
4,11.5,2,2019,"yf"
4,11.5,2,2018,"yf"
4,11.5,2,2019,"yf"
4,11.5,2,2019,"yf"
13.275,-8.84861,2,2016,"yf"
15.00915,-5.85939,2,2016,"yf"
14.43159,-5.5615,2,2016,"yf"
14.43159,-5.5615,2,2016,"yf"
14.43159,-5.5615,2,2016,"yf"
14.43159,-5.5615,2,2016,"yf"
15.95728,-5.71434,2,2016,"yf"
15.969988,-4.387061,1,2016,"yf"
15.969988,-4.387061,1,2016,"yf"
15.969988,-4.387061,1,2016,"yf"
15.969988,-4.387061,1,2016,"yf"
15.969988,-4.387061,1,2016,"yf"
15.969988,-4.387061,1,2016,"yf"
15.969988,-4.387061,1,2016,"yf"
15.969988,-4.387061,1,2016,"yf"
15.969988,-4.387061,1,2016,"yf"
15.969988,-4.387061,1,2016,"yf"
15.969988,-4.387061,1,2016,"yf"
15.969988,-4.387061,1,2016,"yf"
15.969988,-4.387061,1,2016,"yf"
15.969988,-4.387061,1,2016,"yf"
15.969988,-4.387061,1,2016,"yf"
15.969988,-4.387061,1,2016,"yf"
15.31357,-4.32758,1,2016,"yf"
15.31357,-4.32758,1,2016,"yf"
15.32146,-4.32459,1,2016,"yf"
15.32146,-4.32459,1,2016,"yf"
15.32146,-4.32459,1,2016,"yf"
15.32146,-4.32459,1,2016,"yf"
15.32146,-4.32459,1,2016,"yf"
15.35,-4.41667,2,2016,"yf"
12.46667,-5.96667,2,2016,"yf"
12.46667,-5.96667,2,2016,"yf"
6.75,7.75,1,2018,"yf"
6.75,7.75,1,2018,"yf"
6.75,7.75,1,2018,"yf"
6.75,7.75,1,2019,"yf"
19.933331,-0.35,2,2016,"yf"
19.933331,-0.35,2,2016,"yf"
19.933331,-0.35,2,2016,"yf"
19.933331,-0.35,2,2016,"yf"
27,-5.38333,2,2016,"yf"
27,-5.38333,2,2016,"yf"
17.44869,-6.47051,2,2016,"yf"
17.44869,-6.47051,2,2016,"yf"
17.44869,-6.47051,2,2016,"yf"
17.44869,-6.47051,2,2016,"yf"
17.44869,-6.47051,2,2016,"yf"
17.44869,-6.47051,2,2016,"yf"
17.44869,-6.47051,2,2016,"yf"
17.44869,-6.47051,2,2016,"yf"
17.44869,-6.47051,2,2016,"yf"
17.44869,-6.47051,2,2016,"yf"
17.44869,-6.47051,2,2016,"yf"
17.44869,-6.47051,2,2016,"yf"
17.44869,-6.47051,2,2016,"yf"
17.44869,-6.47051,2,2016,"yf"
14.5,-8.833333,1,2016,"yf"
14.5,-8.833333,1,2016,"yf"
15.406808,-10.595191,1,2016,"yf"
15.406808,-10.595191,1,2016,"yf"
15.406808,-10.595191,1,2016,"yf"
15.406808,-10.595191,1,2016,"yf"
15.406808,-10.595191,1,2016,"yf"
15.406808,-10.595191,1,2016,"yf"
15.406808,-10.595191,1,2016,"yf"
15.406808,-10.595191,1,2016,"yf"
15.406808,-10.595191,1,2016,"yf"
5,8.5,2,2017,"yf"
5,8.5,2,2018,"yf"
5,8.5,2,2017,"yf"
5,8.5,2,2019,"yf"
5,8.5,2,2019,"yf"
5,8.5,2,2018,"yf"
5,8.5,2,2017,"yf"
5,8.5,2,2018,"yf"
5,8.5,2,2017,"yf"
5,8.5,2,2017,"yf"
5,8.5,2,2019,"yf"
5,8.5,2,2019,"yf"
5,8.5,2,2017,"yf"
-68.150002,-16.5,2,2017,"yf"
-41.832619,-17.64365,2,2017,"yf"
-41.832619,-17.64365,2,2017,"yf"
-41.832619,-17.64365,2,2017,"yf"
-41.832619,-17.64365,2,2017,"yf"
-41.832619,-17.64365,2,2017,"yf"
-47.832851,-15.721258,2,2015,"yf"
-47.982056,-15.580436,2,2015,"yf"
3.75,6.583333,2,2019,"yf"
3.75,6.583333,2,2019,"yf"
-9.9099,14.5095,2,2015,"yf"
-9.9099,14.5095,2,2015,"yf"
14.122,13.329,2,2015,"yf"
-77.050003,-12.05,2,2016,"yf"
-46.933079,-23.08252,2,2017,"yf"
25.466669,-10.71667,2,2016,"yf"
25.466669,-10.71667,2,2016,"yf"
25.466669,-10.71667,2,2016,"yf"
22.042049,-7.30594,2,2016,"yf"
13.23118,-8.85838,1,2016,"yf"
13.23118,-8.85838,1,2016,"yf"
13.23118,-8.85838,1,2016,"yf"
13.23118,-8.85838,1,2016,"yf"
13.23118,-8.85838,1,2016,"yf"
13.23118,-8.85838,1,2016,"yf"
13.23118,-8.85838,1,2016,"yf"
13.23118,-8.85838,1,2016,"yf"
13.23118,-8.85838,1,2016,"yf"
13.23118,-8.85838,1,2016,"yf"
13.23118,-8.85838,1,2016,"yf"
13.23118,-8.85838,1,2016,"yf"
13.23118,-8.85838,1,2016,"yf"
13.23118,-8.85838,1,2016,"yf"
13.23118,-8.85838,1,2016,"yf"
13.23118,-8.85838,1,2016,"yf"
13.23118,-8.85838,1,2016,"yf"
13.23118,-8.85838,1,2016,"yf"
13.23118,-8.85838,1,2016,"yf"
13.23118,-8.85838,1,2016,"yf"
13.23118,-8.85838,1,2016,"yf"
13.23118,-8.85838,1,2016,"yf"
13.23118,-8.85838,1,2016,"yf"
13.23118,-8.85838,1,2016,"yf"
13.23118,-8.85838,1,2016,"yf"
13.23118,-8.85838,1,2016,"yf"
13.23118,-8.85838,1,2016,"yf"
13.23118,-8.85838,1,2016,"yf"
13.23118,-8.85838,1,2016,"yf"
13.23118,-8.85838,1,2016,"yf"
13.23118,-8.85838,1,2016,"yf"
13.23118,-8.85838,1,2016,"yf"
13.23118,-8.85838,1,2016,"yf"
13.23118,-8.85838,1,2016,"yf"
13.23118,-8.85838,1,2016,"yf"
13.23118,-8.85838,1,2016,"yf"
13.23118,-8.85838,1,2016,"yf"
13.23118,-8.85838,1,2016,"yf"
13.23118,-8.85838,1,2016,"yf"
13.23118,-8.85838,1,2016,"yf"
13.23118,-8.85838,1,2016,"yf"
13.23118,-8.85838,1,2016,"yf"
13.23118,-8.85838,1,2016,"yf"
13.23118,-8.85838,1,2016,"yf"
13.23118,-8.85838,1,2016,"yf"
13.23118,-8.85838,1,2016,"yf"
13.23118,-8.85838,1,2016,"yf"
13.23118,-8.85838,1,2016,"yf"
13.23118,-8.85838,1,2016,"yf"
13.23118,-8.85838,1,2016,"yf"
13.23118,-8.85838,1,2016,"yf"
13.23118,-8.85838,1,2016,"yf"
13.234444,-8.838333,2,2016,"yf"
13.234444,-8.838333,2,2016,"yf"
19.64852,-8.63543,1,2016,"yf"
19.64852,-8.63543,1,2016,"yf"
19.64852,-8.63543,1,2016,"yf"
19.64852,-8.63543,1,2016,"yf"
19.64852,-8.63543,1,2016,"yf"
19.64852,-8.63543,1,2016,"yf"
19.64852,-8.63543,1,2016,"yf"
19.64852,-8.63543,1,2016,"yf"
19.64852,-8.63543,1,2016,"yf"
19.64852,-8.63543,1,2016,"yf"
19.64852,-8.63543,1,2016,"yf"
28.283333,-15.416667,2,2018,"yf"
31.19294,-0.24059,2,2016,"yf"
31.19294,-0.24059,2,2016,"yf"
31.19294,-0.24059,2,2016,"yf"
31.19294,-0.24059,2,2016,"yf"
31.19294,-0.24059,2,2016,"yf"
-35.735279,-9.66583,2,2017,"yf"
13.23333,-8.83333,2,2016,"yf"
-46.590279,-23.319506,2,2018,"yf"
-46.590279,-23.319506,2,2018,"yf"
-46.590279,-23.319506,2,2018,"yf"
-46.58667,-23.318609,2,2018,"yf"
-42.088951,-17.837999,2,2017,"yf"
-42.088951,-17.837999,2,2017,"yf"
-42.088951,-17.837999,2,2017,"yf"
-42.088951,-17.837999,2,2017,"yf"
-42.088951,-17.837999,2,2017,"yf"
16.341049,-9.541654,1,2016,"yf"
16.341049,-9.541654,1,2016,"yf"
16.341049,-9.541654,1,2016,"yf"
16.341049,-9.541654,1,2016,"yf"
16.341049,-9.541654,1,2016,"yf"
-45,-5,2,2015,"yf"
-49.14859,-21.25761,2,2017,"yf"
-43.416111,-20.377781,2,2018,"yf"
-42.818611,-22.919439,2,2017,"yf"
-42.818611,-22.919439,2,2017,"yf"
-42.818611,-22.919439,2,2017,"yf"
-49.945831,-22.21389,2,2017,"yf"
31.75,-0.5,2,2016,"yf"
31.75,-0.5,2,2016,"yf"
31.75,-0.5,2,2016,"yf"
31.75,-0.5,2,2016,"yf"
31.75,-0.5,2,2016,"yf"
31.75,-0.5,2,2016,"yf"
31.75,-0.5,2,2016,"yf"
31.75,-0.5,2,2016,"yf"
31.75,-0.5,2,2016,"yf"
31.75,-0.5,2,2016,"yf"
31.75,-0.5,2,2016,"yf"
31.75,-0.5,2,2016,"yf"
31.75,-0.5,2,2016,"yf"
31.75,-0.5,2,2016,"yf"
31.75,-0.5,2,2016,"yf"
31.75,-0.5,2,2016,"yf"
31.733999,-0.334,2,2016,"yf"
14.07472,-3.06167,2,2016,"yf"
13.4708,-5.817362,2,2016,"yf"
13.4708,-5.817362,2,2016,"yf"
13.4708,-5.817362,2,2016,"yf"
13.4708,-5.817362,2,2016,"yf"
13.4708,-5.817362,2,2016,"yf"
13.4708,-5.817362,2,2016,"yf"
13.4708,-5.817362,2,2016,"yf"
13.4708,-5.817362,2,2016,"yf"
7.6178,12.25899,2,2019,"yf"
-55,-21,2,2017,"yf"
-55,-21,2,2017,"yf"
-55,-21,2,2015,"yf"
-55,-21,2,2017,"yf"
-56,-13,1,2018,"yf"
-56,-13,1,2017,"yf"
-56,-13,1,2015,"yf"
-56,-13,1,2017,"yf"
-56,-13,1,2018,"yf"
-56,-13,1,2017,"yf"
-56,-13,1,2017,"yf"
